Entry ID,Lemma ID,Code (survey),Batch (survey),List (survey),Item (survey),English Word Frequency,Frequency,Frequency SD,Frequency Z,Frequency N,Sign Unknown,Frequency (Native),Frequency SD (Native),Frequency Z (Native),Frequency N (Native),Sign Unknown (Native) (proportion),Frequency (Nonnative),Frequency SD (Nonnative),Frequency N (Nonnative),Frequency Z (Nonnative),Sign Unknown (Nonnative) (proportion),Dominant Translation,Dominant Translation Agreement (proportion),Dominant Translation Agreement (Native) (proportion),Dominant Translation Agreement (Nonnative) (proportion),Nondominant Translations,Non-Signer Iconicity,Non-Signer Iconicity SD,Non-Signer Iconicity Z,Non-Signer Iconicity N,Non-Signer Iconicity ID,Deaf Signer Iconicity,Deaf Signer Iconicity SD,Deaf Signer Iconicity N,Deaf Signer Iconicity Z,Deaf Signer Iconicity (Native),Deaf Signer Iconicity SD (Native),Deaf Signer Iconicity Z (Native),Deaf Signer Iconicity N (Native),Consistency of Guesses,Accuracy of Guesses (proportion),Transparency,Transparency SD,Transparency Z,Lexical Class,Initialized Sign,Fingerspelled Loan Sign,Compound,Number Of Morphemes,Sign Onset,Sign Offset,Sign Duration,Video Duration,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,Handshape Morpheme 2,Selected Fingers Morpheme 2,Flexion Morpheme 2,Flexion Change Morpheme 2,Spread Morpheme 2,Spread Change Morpheme 2,Thumb Position Morpheme 2,Thumb Contact Morpheme 2,Sign Type Morpheme 2,Movement Morpheme 2,Repeated Movement Morpheme 2,Major Location Morpheme 2,Minor Location Morpheme 2,Second Minor Location Morpheme 2,Contact Morpheme 2,Nondominant Handshape Morpheme 2,Wrist Twist Morpheme 2,Handshape Morpheme 3,Selected Fingers Morpheme 3,Flexion Morpheme 3,Flexion Change Morpheme 3,Spread Morpheme 3,Spread Change Morpheme 3,Thumb Position Morpheme 3,Thumb Contact Morpheme 3,Signtype Morpheme 3,Movement Morpheme 3,Repeated Movement Morpheme 3,Major Location Morpheme 3,Minor Location Morpheme 3,Second Minor Location Morpheme 3,Contact Morpheme 3,Nondominant Handshape Morpheme 3,Wrist Twist Morpheme 3,Handshape Morpheme 4,Selected Fingers Morpheme 4,Flexion Morpheme 4,Flexion Change Morpheme 4,Spread Morpheme 4,Spread Change Morpheme 4,Thumb Position Morpheme 4,Thumb Contact Morpheme 4,Sign Type Morpheme 4,Movement Morpheme 4,Repeated Movement Morpheme 4,Major Location Morpheme 4,Minor Location Morpheme 4,Second Minor Location Morpheme 4,Contact Morpheme 4,Nondominant Handshape Morpheme 4,Wrist Twist Morpheme 4,Handshape Morpheme 5,Selected Fingers Morpheme 5,Flexion Morpheme 5,Flexion Change Morpheme 5,Spread Morpheme 5,Spread Change Morpheme 5,Thumb Position Morpheme 5,Thumb Contact Morpheme 5,Sign Type Morpheme 5,Movement Morpheme 5,Repeated Movement Morpheme 5,Major Location Morpheme 5,Minor Location Morpheme 5,Second Minor Location Morpheme 5,Contact Morpheme 5,Nondominant Handshape Morpheme 5,Wrist Twist Morpheme 5,Handshape Morpheme 6,Selected Fingers Morpheme 6,Flexion Morpheme 6,Flexion Change Morpheme 6,Spread Morpheme 6,Spread Change Morpheme 6,Thumb Position Morpheme 6,Thumb Contact Morpheme 6,Sign Type Morpheme 6,Movement Morpheme 6,Repeated Movement Morpheme 6,Major Location Morpheme 6,Minor Location Morpheme 6,Second Minor Location Morpheme 6,Contact Morpheme 6,Nondominant Handshape Morpheme 6,Wrist Twist Morpheme 6,Sign Type Frequency,Major Location Frequency,Minor Location Frequency,Second Minor Location Frequency,Movement Frequency,Selected Fingers Frequency,Flexion Frequency,Flexion Change Frequency,Repeated Movement Frequency,Contact Frequency,Spread Frequency,Spread Change Frequency,Thumb Contact Frequency,Thumb Position Frequency,Ulnar Rotation Frequency,Neighborhood Density,Parameter Neighborhood Density,Phonotactic Probability,Phonological Complexity,SignBank Semantic Field,SignBank Reference ID,In CDI,CDI Semantic Category,Age Of Acquisition,Age Of Acquisition (Empirical),Handshape Image
doll,doll,C_02_049,C,2,49,3.102,3.333,1.882,-0.581,30,0.0,3.444,1.854,-0.629,18,0.0,3.167,1.992,12,-0.51,0.0,,,,,,1.222,0.506,-0.751,27.0,,1.67,1.09,30.0,-0.66,1.67,1.11,-0.72,21.0,,,,,,Noun,0,0,0,1,901,1802,901,2669,bent_1,i,Bent,0.0,,,Closed,0.0,One Handed,Straight,1,Head,Cheek Nose,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.178,0.457,0.261,0.099,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,12,342,-0.154,1.0,None,112.0,Yes,Toys,31.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />"
donkey,donkey,J_01_012,J,1,12,2.438,2.533,1.676,-0.936,30,0.0,2.533,1.552,-0.98,15,0.0,2.533,1.846,15,-0.893,0.0,,,,,,3.75,1.622,0.311,24.0,,,,,,,,,,,,,,,Noun,0,0,0,1,567,1368,801,1902,open_b,imrp,Fully Open,1.0,0.0,0.0,Open,0.0,Symmetrical Or Alternating,None,1,Head,Other,Other,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.025,0.01,0.153,0.449,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,1,269,0.137,1.0,Animal,673.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
down,down,G_03_055,G,3,55,4.881,4.615,1.651,0.202,27,0.037,4.818,1.471,0.388,12,0.083,4.467,1.807,15,0.065,0.0,,,,,,6.8,0.696,1.701,20.0,,,,,,,,,,,,,,,Minor,0,0,0,1,467,1435,968,1935,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.261,0.409,0.791,0.554,0.378,0.0,0.0,0.684,0.343,0.836,22,563,0.291,1.0,None,443.0,Yes,Prepositions and Locations,27.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
drawer,drawer,A_01_082,A,1,82,2.822,2.286,1.793,-0.974,21,0.323,2.231,1.833,-0.947,13,0.278,2.375,1.847,13,-1.016,0.385,,,,,,3.417,1.763,0.137,36.0,,2.56,1.42,31.0,-0.45,2.36,1.34,-0.51,19.0,,,,,,Noun,0,0,0,1,701,1568,868,1969,curved_5,imrp,Curved,1.0,1.0,1.0,Open,1.0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.209,0.446,0.378,0.398,0.122,0.316,0.657,0.836,6,512,0.129,1.0,-,1276.0,Yes,Furniture and Rooms,37.0,27.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
drink,drink,B_02_012,B,2,12,4.101,6.348,0.935,1.068,23,0.0,6.692,0.63,1.189,13,0.0,5.9,1.101,11,0.91,0.0,,,,,,7.0,0.0,2.113,30.0,,6.94,0.25,31.0,2.2,6.96,0.21,2.25,22.0,0.0,1.0,5.84,1.54,1.22,Noun,0,0,0,1,434,734,300,1401,c,imrp,Curved,0.0,0.0,0.0,Open,0.0,One Handed,Straight,0,Head,Head Away,Head Away,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.457,0.449,0.225,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.164,0,363,0.24,1.0,None,119.0,Yes,Action Signs,21.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
drink_2,drink_2,K_03_092,K,3,92,4.101,4.087,2.214,0.073,25,0.08,3.444,2.455,-0.057,11,0.182,4.5,2.029,14,0.157,0.0,,,,,,6.692,0.736,1.3,26.0,DRINK,,,,,,,,,,,,,,Verb,0,0,0,1,534,1134,601,1768,y,p,Fully Open,0.0,,,Open,0.0,One Handed,Curved,0,Head,Mouth,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.233,0.033,0.409,0.791,0.554,0.622,0.0,0.0,0.684,0.657,0.164,0,142,-0.169,3.0,Event,120.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/y.png"" />"
drop,drop,C_03_052,C,3,52,3.824,4.333,1.688,0.054,30,0.0,4.667,1.495,0.152,18,0.0,3.833,1.899,12,-0.092,0.0,,,,,,5.5,1.32,1.207,36.0,,3.9,1.97,30.0,0.52,3.95,2.11,0.5,21.0,1.69,0.579,4.74,1.37,0.54,Verb,0,0,0,1,501,801,300,1802,s,imrp,Fully Closed,1.0,,1.0,Closed,1.0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.067,0.209,0.554,0.378,0.0,0.122,0.316,0.343,0.836,4,524,-0.048,1.0,Event,121.0,Yes,Action Signs,41.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
dry,dry,F_03_005,F,3,5,3.339,5.593,1.248,0.735,27,0.0,5.786,1.188,0.823,14,0.0,5.385,1.325,13,0.64,0.0,,,,,,1.875,1.641,-0.96,32.0,,,,,,,,,,,,,,,Adjective,0,0,0,1,534,1235,701,1768,1,i,Fully Open,1.0,,,Closed,0.0,One Handed,Straight,0,Head,Chin,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.178,0.457,0.261,0.409,0.209,0.554,0.622,0.0,0.0,0.684,0.343,0.836,5,469,-0.012,1.0,None,122.0,Yes,Descriptive Signs,33.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
dryer,dryer,C_01_007,C,1,7,2.365,3.333,1.788,-0.777,30,0.0,3.611,1.883,-0.569,18,0.0,2.917,1.621,12,-1.089,0.0,dryer,1.0,1.0,1.0,,3.4,1.589,0.249,30.0,,2.63,1.38,30.0,-0.16,2.76,1.38,-0.16,21.0,2.27,0.0,3.55,1.36,0.05,Noun,0,0,1,2,434,1668,1235,2436,1,i,Fully Open,1.0,,,Closed,0.0,One Handed,Straight,0,Head,Chin,Head Away,1,,0,1,i,FullyOpen,0.0,,,Closed,0.0,One Handed,Circular,,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.178,0.457,0.261,0.409,0.209,0.554,0.622,0.0,0.0,0.684,0.343,0.836,5,469,-0.012,1.0,None,2751.0,No,Furniture and Rooms,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
duck,duck,D_01_079,D,1,79,3.102,3.37,1.621,-0.454,27,0.0,2.875,1.5,-0.768,16,0.0,4.091,1.578,11,0.002,0.0,duck,1.0,1.0,1.0,,4.5,1.699,0.743,36.0,,5.04,1.28,26.0,0.99,4.94,1.31,0.99,18.0,,,,,,Noun,0,0,0,1,567,1335,767,1902,flat_h,im,Flat,1.0,0.0,0.0,Open,1.0,One Handed,None,1,Head,Mouth,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.153,0.14,0.162,0.209,0.446,0.622,0.602,0.878,0.316,0.657,0.836,2,224,-0.193,2.0,Animal,446.0,Yes,Animals,25.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />"
duck_2,duck_2,K_02_068,K,2,68,3.102,4.087,2.234,-0.134,25,0.08,3.5,2.273,-0.073,11,0.091,4.538,2.184,14,-0.18,0.071,,,,,,5.292,1.732,0.816,24.0,DUCK,,,,,,,,,,,,,,Noun,0,0,0,1,601,1568,968,2202,flat_o,imrp,Flat,1.0,0.0,0.0,Open,1.0,One Handed,None,1,Head,Mouth,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.153,0.449,0.162,0.209,0.446,0.622,0.602,0.878,0.316,0.657,0.836,3,232,-0.06,1.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
ear,ear,D_02_071,D,2,71,3.213,2.704,1.353,-0.797,27,0.0,2.294,0.985,-1.046,17,0.0,3.4,1.647,10,-0.373,0.0,,,,,,6.833,0.379,1.816,30.0,,5.85,1.62,26.0,1.4,6.0,1.37,1.52,18.0,,,,,,Noun,0,0,0,1,434,1235,801,1869,baby_o,i,Bent,0.0,,,Open,1.0,One Handed,Straight,1,Head,Other,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.025,0.0,0.457,0.261,0.099,0.791,0.446,0.622,0.0,0.0,0.316,0.657,0.836,6,353,-0.199,1.0,None,2752.0,Yes,Body Parts,27.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
elephant,elephant,A_02_059,A,2,59,2.764,3.259,1.789,-0.319,27,0.0,2.846,1.519,-0.524,13,0.0,3.643,1.985,14,-0.129,0.0,,,,,,5.5,1.456,1.164,30.0,,5.68,1.45,31.0,1.2,5.47,1.54,1.12,19.0,,,,,,Noun,0,0,0,1,434,968,534,1335,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Z-shaped,0,Head,Cheek Nose,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.178,0.034,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,1,68,0.453,3.0,Animal,448.0,Yes,Animals,26.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
empty_1,empty_1,E_02_072,E,2,72,3.382,4.0,1.414,-0.17,32,0.031,3.929,1.072,-0.205,15,0.067,4.059,1.676,17,-0.141,0.0,empty,0.935,0.929,0.941,"naked, rude",2.233,1.924,-0.73,30.0,,,,,,,,,,,,,,,Adjective,0,0,0,1,467,1068,601,1635,open_8,m,Flat,0.0,,,Open,0.0,Asymmetrical Different Handshape,Straight,0,Hand,Palm Back,Finger Back,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.024,0.01,0.457,0.045,0.162,0.791,0.554,0.622,0.0,0.0,0.684,0.657,0.836,4,370,-0.152,3.0,Attribute,124.0,Yes,Descriptive Signs,46.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_8.png"" />"
empty_2,empty_2,J_01_077,J,1,77,3.382,2.9,1.826,-0.71,30,0.0,3.133,1.959,-0.621,15,0.0,2.667,1.718,15,-0.799,0.0,dump,0.767,0.8,0.733,"disaster, mess up, pour, throw someone off, toss",5.458,1.668,1.061,24.0,"dump out (e.g., a bucket)",,,,,,,,,,,,,,Adjective,0,0,0,1,501,1168,667,1802,c,imrp,Curved,0.0,0.0,0.0,Open,0.0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.233,0.449,0.225,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,5,292,0.59,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
face,face,E_01_053,E,1,53,4.169,5.114,1.255,0.454,35,0.0,4.933,1.335,0.382,15,0.0,5.25,1.209,20,0.508,0.0,,,,,,6.56,0.961,1.337,25.0,,,,,,,,,,,,,,,Noun,0,0,0,1,400,1602,1201,2169,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.076,0.261,0.409,0.791,0.446,0.378,0.0,0.0,0.684,0.343,0.836,9,182,-0.294,2.0,None,1375.0,Yes,Body Parts,29.0,26.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
fall_1,fall_1,B_03_074,B,3,74,3.781,4.68,1.574,0.042,25,0.0,4.714,1.437,0.06,14,0.0,4.636,1.804,11,0.018,0.0,,,,,,1.3,0.596,-0.761,30.0,,1.48,0.81,31.0,-0.74,1.46,0.86,-0.73,22.0,2.65,0.0,3.26,1.88,-0.38,Noun,0,0,0,1,567,901,334,1935,closed_b,imrp,Fully Open,0.0,0.0,0.0,Closed,0.0,One Handed,Straight,1,Arm,Forearm Ulnar,Arm Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.026,0.006,0.012,0.457,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.836,4,64,0.099,1.0,Attribute,451.0,Yes,Action Signs,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />"
fall_2,fall_2,C_03_007,C,3,7,3.781,3.733,1.285,-0.297,30,0.0,3.944,1.259,-0.313,18,0.0,3.417,1.311,12,-0.272,0.0,,,,,,3.2,1.431,0.096,35.0,,3.9,1.63,30.0,0.52,4.29,1.59,0.66,21.0,2.44,0.0,2.75,1.59,-0.58,Verb,0,0,0,1,434,834,400,1935,v,im,Fully Open,0.0,1.0,0.0,Closed,0.0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.233,0.14,0.409,0.791,0.554,0.378,0.398,0.878,0.684,0.343,0.164,3,271,0.199,3.0,Event,450.0,Yes,Action Signs,28.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
farm,farm,B_01_086,B,1,86,3.186,3.625,1.408,-0.635,24,0.04,3.846,1.214,-0.469,13,0.071,3.364,1.629,11,-0.831,0.0,,,,,,1.037,0.192,-0.89,27.0,,1.53,1.01,31.0,-0.73,1.29,0.56,-0.84,22.0,1.82,0.0,4.1,1.86,0.4,Noun,0,0,0,1,534,1001,467,1702,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,One Handed,Straight,1,Head,Chin,Chin,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.012,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,8,378,0.384,1.0,None,128.0,Yes,Outside Things and Places to Go,36.0,34.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
fast,fast,C_03_016,C,3,16,3.846,5.034,1.426,0.421,29,0.0,5.412,1.372,0.506,17,0.0,4.5,1.382,12,0.3,0.0,,,,,,1.361,0.723,-0.762,36.0,,1.9,1.09,30.0,-0.53,2.0,1.18,-0.52,21.0,2.41,0.0,3.74,1.63,-0.1,Adverb,0,0,0,1,300,667,367,1568,l,i,Fully Open,1.0,,,Open,0.0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,l,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.261,0.409,0.209,0.554,0.378,0.0,0.0,0.684,0.657,0.836,2,466,0.266,1.0,Attribute,2961.0,Yes,Descriptive Signs,34.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/l.png"" />"
find,find,B_03_076,B,3,76,4.627,5.28,1.37,0.384,25,0.0,5.714,0.994,0.618,14,0.0,4.727,1.618,11,0.087,0.0,,,,,,1.8,1.27,-0.491,30.0,,2.48,1.46,31.0,-0.23,2.27,1.42,-0.31,22.0,2.63,0.0,3.4,1.6,-0.05,Verb,1,0,0,1,334,634,300,1702,f,i,Curved,0.0,,,Open,1.0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.261,0.225,0.791,0.554,0.378,0.0,0.0,0.316,0.657,0.836,12,491,0.23,1.0,Event,2916.0,Yes,Action Signs,29.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
fine_1,fine,C_01_043,C,1,43,4.484,6.1,1.029,0.977,30,0.0,6.389,0.778,1.061,18,0.0,5.667,1.231,12,0.851,0.0,fine_1,1.0,1.0,1.0,,3.0,1.612,-0.187,31.0,,1.57,1.1,30.0,-0.68,1.67,1.28,-0.67,21.0,2.53,0.0,3.68,1.83,-0.32,Adjective,0,0,0,1,434,834,400,1401,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,One Handed,Straight,1,Body,Torso Top,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.0,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,9,177,0.247,1.0,Attribute,455.0,Yes,Descriptive Signs,31.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
fine_2,fine,D_02_067,D,2,67,4.484,6.185,1.111,1.132,27,0.0,6.471,0.874,1.243,17,0.0,5.7,1.337,10,0.945,0.0,fine_2,0.963,0.941,1.0,alright,3.452,1.502,0.058,31.0,,1.77,1.03,26.0,-0.69,1.67,0.91,-0.7,18.0,,,,,,Adjective,0,0,0,1,434,1468,1034,1869,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,One Handed,Straight,1,Body,Torso Top,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.0,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,9,177,0.247,1.0,Attribute,455.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
finger,finger,G_02_097,G,2,97,3.272,2.348,1.526,-1.125,27,0.148,2.5,1.65,-1.188,12,0.167,2.231,1.481,15,-1.077,0.133,,,,,,5.516,1.411,0.954,31.0,,,,,,,,,,,,,,,Noun,0,0,0,1,434,1201,767,1768,1,i,Fully Open,1.0,,,Closed,0.0,One Handed,None,1,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.261,0.409,0.209,0.446,0.378,0.0,0.0,0.684,0.343,0.836,5,272,-0.266,1.0,,,Yes,Body Parts,41.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
finish,finish,B_03_025,B,3,25,3.703,5.8,1.258,0.679,25,0.0,6.214,1.188,0.918,14,0.0,5.273,1.191,11,0.375,0.0,,,,,,2.933,1.946,0.042,30.0,,2.43,1.57,31.0,-0.22,2.43,1.63,-0.18,22.0,2.45,0.053,4.05,1.58,0.19,Verb,0,0,0,1,501,868,367,1702,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,None,0,Neutral,Neutral,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.0,0.153,0.449,0.409,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.164,1,190,0.253,1.0,Event,456.0,Yes,Action Signs,23.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
fireman,fireman,A_02_039,A,2,39,2.176,2.913,1.649,-0.559,23,0.148,2.8,1.989,-0.575,10,0.231,3.0,1.414,14,-0.546,0.071,,,,,,2.067,1.311,-0.481,30.0,,2.64,1.38,31.0,-0.37,2.43,1.34,-0.4,19.0,,,,,,Noun,0,0,0,1,567,968,400,1201,4,imrp,Fully Open,0.0,1.0,0.0,Closed,0.0,One Handed,Straight,1,Head,Forehead,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.0,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,6,327,0.24,1.0,None,133.0,Yes,People,32.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/4.png"" />"
